,Activity_ID,Quality,source,CID,SMILES,connectivity,InChIKey,InChI,InChI_AuxInfo,target_id,TID,accession,Protein_Type,AID,doc_id,Year,all_doc_ids,all_years,type_IC50,type_EC50,type_KD,type_Ki,type_other,Activity_class,relation,pchembl_value,pchembl_value_Mean,pchembl_value_StdDev,pchembl_value_SEM,pchembl_value_N,pchembl_value_Median,pchembl_value_MAD
80840,FNEUIXJSXFRWNA_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.259733,CCOc1ccccc1N=Nc1c(O)n(-c2cc(-c3ccc(C(C)C)cc3)cc(O)c2)nc1C,FNEUIXJSXFRWNA,FNEUIXJSXFRWNA-UHFFFAOYSA-N,"InChI=1S/C27H28N4O3/c1-5-34-25-9-7-6-8-24(25)28-29-26-18(4)30-31(27(26)33)22-14-21(15-23(32)16-22)20-12-10-19(11-13-20)17(2)3/h6-17,32-33H,5H2,1-4H3","""AuxInfo=1/0/N:1,24,25,34,2,7,6,8,5,21,26,20,27,17,28,31,23,33,22,19,18,16,29,9,4,12,13,10,11,32,15,30,14,3/E:(2,3)(10,11)(12,13)/rA:34CCOCCCCCCNNCCONCCCCCCCCCCCCCCOCNCC/rB:s1;s2;s3;d4;s5;d6;s7;s4d8;s9;w?10;s11;d12;s13;s13;s15;d16;s17;s18;d19;s20;d21;s22;s23;s23;s22;s19d26;d18;s28;s29;s16d29;s15;s12d32;s33;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3417878,PMID:25668341,2015.0,PMID:25668341,2015,0,0,0,1,,,=,5.72,5.72,0.0,0.0,1.0,5.72,0.0
81139,FNSJVQXUTIKAPS_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.154074,N#CC1=C2C(=NC1=O)c1cccc3c(Sc4ccc(N)cc4)ccc2c13,FNSJVQXUTIKAPS,FNSJVQXUTIKAPS-UHFFFAOYSA-N,"InChI=1S/C21H11N3OS/c22-10-16-19-14-8-9-17(26-12-6-4-11(23)5-7-12)13-2-1-3-15(18(13)14)20(19)24-21(16)25/h1-9H,23H2","""AuxInfo=1/0/N:11,12,10,18,21,17,22,24,23,2,19,16,13,25,9,3,14,26,4,5,7,1,20,6,8,15/E:(4,5)(6,7)/rA:26NCCCCNCOCCCCCCSCCCCNCCCCCC/rB:t1;s2;w?3;s4;w?5;s3s6;d7;s5;d9;s10;d11;s12;d13;s14;s15;d16;s17;d18;s19;s19;s16d21;s14;d23;s4s24;s9s13d25;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860;ChEMBL:CHEMBL4860;ChEMBL:CHEMBL4860,P10415,WT,CHEMBL2318341;CHEMBL1677787;CHEMBL2318340,PMID:21235240,2011.0,PMID:23206987;PMID:21235240;PMID:23206987,2013;2011;2013,1;1;0,0;0;0,0;0;1,0;0;0,,,=,6.48;6.52;6.48,6.493333333333333,0.0230940107675844,0.013333333333333,3.0,6.48,0.0
83006,FQHHQKOASLDQEQ_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.68262,CC1(C)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(C)(C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,FQHHQKOASLDQEQ,FQHHQKOASLDQEQ-UHFFFAOYSA-N,"InChI=1S/C30H36N4O5S2/c1-29(2)16-18-33(19-17-29)23-12-10-22(11-13-23)28(35)32-41(38,39)25-14-15-26(27(20-25)34(36)37)31-30(3,4)21-40-24-8-6-5-7-9-24/h5-15,20,31H,16-19,21H2,1-4H3,(H,32,35)","""AuxInfo=1/1/N:1,3,23,24,30,29,31,28,32,9,38,8,39,18,19,4,41,5,40,37,25,10,7,27,17,20,33,11,2,22,21,13,6,34,12,35,36,15,16,26,14/E:(1,2)(3,4)(6,7)(8,9)(10,11)(12,13)(16,17)(18,19)(36,37)(38,39)/CRV:34.5,41.6/rA:41CCCCCNCCCCCONSOOCCCCNCCCCSCCCCCCCN+OO-CCCCC/rB:s1;s2;s2;s4;s5;s6;d7;s8;d9;s10;d11;s11;s13;d14;d14;s14;d17;s18;d19;s20;s21;s22;s22;s22;s25;s26;d27;s28;d29;s30;s27d31;s20;s33;d34;s34;s17d33;s10;s7d38;s6;s2s40;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,EntrezID:596;ChEMBL:CHEMBL4860,P10415,WT,CHEMBL909602,PMID:17256834,2007.0,PMID:17256834,2007,0,0,0,1,,,=,7.17,7.17,0.0,0.0,1.0,7.17,0.0
83079,FQKXEZIKGBCCDX_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.202762,Cc1cc(OCCCc2c(C(=O)O)[nH]c3ccccc23)cc(C)c1Cl,FQKXEZIKGBCCDX,FQKXEZIKGBCCDX-UHFFFAOYSA-N,"InChI=1S/C20H20ClNO3/c1-12-10-14(11-13(2)18(12)21)25-9-5-7-16-15-6-3-4-8-17(15)22-19(16)20(23)24/h3-4,6,8,10-11,22H,5,7,9H2,1-2H3,(H,23,24)","""AuxInfo=1/1/N:1,23,18,17,7,19,8,16,6,3,21,2,22,4,20,9,15,24,10,11,25,14,12,13,5/E:(1,2)(10,11)(12,13)(23,24)/rA:25CCCCOCCCCCCOONCCCCCCCCCCCl/rB:s1;d2;s3;s4;s5;s6;s7;s8;d9;s10;d11;s11;s10;s14;d15;s16;d17;s18;s9s15d19;d4;s21;s22;s2d22;s24;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL2320309,PMID:23244564,2013.0,PMID:23244564,2013,0,0,0,1,,,=,5.28,5.28,0.0,0.0,1.0,5.28,0.0
83823,FRTKAQXJOWYVMP_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.417463,Cc1cc(OCCCc2c3C(=O)N(c4cc(C(=O)O)cc5c4ccn5C)CC(C)n3c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,FRTKAQXJOWYVMP,FRTKAQXJOWYVMP-UHFFFAOYSA-N,"InChI=1S/C39H39Cl2N5O4/c1-20-15-26(16-21(2)35(20)41)50-14-8-9-27-28-10-11-30(40)34(33-23(4)42-44(7)24(33)5)36(28)46-22(3)19-45(38(47)37(27)46)32-18-25(39(48)49)17-31-29(32)12-13-43(31)6/h10-13,15-18,22H,8-9,14,19H2,1-7H3,(H,48,49)","""AuxInfo=1/1/N:1,48,29,45,40,26,42,7,8,33,34,23,24,6,3,46,20,15,27,2,47,28,44,39,16,4,9,32,22,35,21,14,38,37,49,31,10,11,17,36,50,43,25,41,13,30,12,18,19,5/E:(1,2)(15,16)(20,21)(48,49)/rA:50CCCCOCCCCCCONCCCCOOCCCCCNCCCCNCCCCCClCCCCNCNCCCCCCCl/rB:s1;d2;s3;s4;s5;s6;s7;s8;d9;s10;d11;s11;s13;d14;s15;s16;d17;s17;d16;s20;s14d21;s22;d23;s21s24;s25;s13;s27;s28;s10s28;s30;s9d31;s32;d33;s34;s35;s31d35;s37;d38;s39;s39;s41;s41;s38d43;s44;d4;s46;s47;s2d47;s49;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4385925,PMID:30929420,2019.0,PMID:30929420,2019,0,0,0,1,,,=,6.2,6.2,0.0,0.0,1.0,6.2,0.0
83983,FSBNKYLJYHSZQQ_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.370027,COc1cc2c(cc1)n(-c1ccc(-c3ccccc3)cc1)c(C)c2CC(=O)NC(Cc1ccccc1)C(=O)NS(=O)(=O)c1ccccc1,FSBNKYLJYHSZQQ,FSBNKYLJYHSZQQ-UHFFFAOYSA-N,"InChI=1S/C39H35N3O5S/c1-27-34(35-25-32(47-2)22-23-37(35)42(27)31-20-18-30(19-21-31)29-14-8-4-9-15-29)26-38(43)40-36(24-28-12-6-3-7-13-28)39(44)41-48(45,46)33-16-10-5-11-17-33/h3-23,25,36H,24,26H2,1-2H3,(H,40,43)(H,41,44)","""AuxInfo=1/1/N:23,1,34,17,46,33,35,16,18,45,47,32,36,15,19,44,48,12,20,11,21,8,7,30,4,25,22,31,14,13,10,3,43,24,5,29,6,26,37,28,39,9,27,38,41,42,2,40/E:(6,7)(8,9)(10,11)(12,13)(14,15)(16,17)(18,19)(20,21)(45,46)/CRV:48.6/rA:48COCCCCCCNCCCCCCCCCCCCCCCCCONCCCCCCCCCONSOOCCCCCC/rB:s1;s2;d3;s4;d5;s6;s3d7;s6;s9;d10;s11;d12;s13;d14;s15;d16;s17;s14d18;s13;s10d20;s9;s22;s5d22;s24;s25;d26;s26;s28;s29;s30;d31;s32;d33;s34;s31d35;s29;d37;s37;s39;d40;d40;s40;d43;s44;d45;s46;s43d47;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4046937,PMID:28866374,2017.0,PMID:28866374,2017,0,0,0,1,,,=,6.46,6.46,0.0,0.0,1.0,6.46,0.0
85257,FTQQMZTZACZYNK_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.257529,O=C(NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(Cc1c[nH]c2c1cccc2)N1C(=O)C(=Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)SC1=S,FTQQMZTZACZYNK,FTQQMZTZACZYNK-UHFFFAOYSA-N,"InChI=1S/C34H23F3N4O6S3/c35-34(36,37)24-11-9-22(10-12-24)21-7-5-20(6-8-21)17-30-32(43)40(33(48)49-30)29(18-23-19-38-28-4-2-1-3-27(23)28)31(42)39-50(46,47)26-15-13-25(14-16-26)41(44)45/h1-17,19,29,38H,18H2,(H,39,42)","""AuxInfo=1/1/N:24,25,23,26,33,47,34,46,37,45,38,44,9,14,8,15,31,17,19,32,35,36,18,39,10,7,22,21,16,30,2,28,49,40,41,42,43,20,3,27,11,1,29,12,13,5,6,50,48,4/E:(5,6)(7,8)(9,10)(11,12)(13,14)(15,16)(35,36,37)(44,45)(46,47)/CRV:41.5,50.6/rA:50OCNSOOCCCCN+OO-CCCCCCNCCCCCCNCOCCCCCCCCCCCFFFCCCCSCS/rB:d1;s2;s3;d4;d4;s4;d7;s8;d9;s10;d11;s11;s10;s7d14;s2;s16;s17;d18;s19;s20;s18d21;s22;d23;s24;s21d25;s16;s27;d28;s28;w?30;s31;d32;s33;d34;s35;d36;s37;d38;s39;s40;s40;s40;s39;s36d44;s35;s32d46;s30;s27s48;d49;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3405857,PMID:25818766,2015.0,PMID:25818766,2015,0,0,0,1,,,=,6.12,6.12,0.0,0.0,1.0,6.12,0.0
86315,FVMYYFICWLSGRT_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.417461,Cc1cc(OCCCc2c3C(=O)N(c4ccc(C(=O)O)cc4)CC(C)n3c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,FVMYYFICWLSGRT,FVMYYFICWLSGRT-UHFFFAOYSA-N,"InChI=1S/C36H36Cl2N4O4/c1-19-16-26(17-20(2)32(19)38)46-15-7-8-27-28-13-14-29(37)31(30-22(4)39-40(6)23(30)5)33(28)42-21(3)18-41(35(43)34(27)42)25-11-9-24(10-12-25)36(44)45/h9-14,16-17,21H,7-8,15,18H2,1-6H3,(H,44,45)","""AuxInfo=1/1/N:1,44,25,41,36,38,7,8,16,21,15,22,29,30,6,3,42,23,2,43,24,40,35,17,14,4,9,28,31,34,33,45,27,10,11,18,32,46,39,37,13,26,12,19,20,5/E:(1,2)(9,10)(11,12)(16,17)(19,20)(44,45)/rA:46CCCCOCCCCCCONCCCCCOOCCCCCNCCCCCClCCCCNCNCCCCCCCl/rB:s1;d2;s3;s4;s5;s6;s7;s8;d9;s10;d11;s11;s13;d14;s15;d16;s17;d18;s18;s17;s14d21;s13;s23;s24;s10s24;s26;s9d27;s28;d29;s30;s31;s27d31;s33;d34;s35;s35;s37;s37;s34d39;s40;d4;s42;s43;s2d43;s45;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4385925,PMID:30929420,2019.0,PMID:30929420,2019,0,0,0,1,,,=,6.16,6.16,0.0,0.0,1.0,6.16,0.0
87922,FXSMHFOLAPYERG_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.303286,O=C(Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1)c1ccc(Br)cc1,FXSMHFOLAPYERG,FXSMHFOLAPYERG-UHFFFAOYSA-N,"InChI=1S/C28H23BrN4O6S2/c29-21-10-6-19(7-11-21)27(34)31-22-12-8-20(9-13-22)28(35)32-41(38,39)24-14-15-25(26(18-24)33(36)37)30-16-17-40-23-4-2-1-3-5-23/h1-15,18,30H,16-17H2,(H,31,34)(H,32,35)","""AuxInfo=1/1/N:25,24,26,23,27,36,41,6,33,37,40,5,34,15,16,19,20,32,35,7,38,4,22,14,17,28,2,8,39,18,3,10,29,1,9,30,31,12,13,21,11/E:(2,3)(4,5)(6,7)(8,9)(10,11)(12,13)(36,37)(38,39)/CRV:33.5,41.6/rA:41OCNCCCCCONSOOCCCCNCCSCCCCCCCN+OO-CCCCCCCBrCC/rB:d1;s2;s3;d4;s5;d6;s7;d8;s8;s10;d11;d11;s11;d14;s15;d16;s17;s18;s19;s20;s21;d22;s23;d24;s25;s22d26;s17;s28;d29;s29;s14d28;s7;s4d33;s2;d35;s36;d37;s38;s38;s35d40;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3819997,PMID:22172701,2012.0,DOI:10.1039/C5MD00582E,2016,0,0,0,1,,,=,6.12,6.12,0.0,0.0,1.0,6.12,0.0
89035,FZPKHPKXYXMOKY_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.355080,COc1ccc(-c2ccc(Cn3cc(C(=O)NC(Cc4ccccc4)C(=O)NS(=O)(=O)c4ccccc4)c4c3cccc4)cc2)cc1,FZPKHPKXYXMOKY,FZPKHPKXYXMOKY-UHFFFAOYSA-N,"InChI=1S/C38H33N3O5S/c1-46-31-22-20-30(21-23-31)29-18-16-28(17-19-29)25-41-26-34(33-14-8-9-15-36(33)41)37(42)39-35(24-27-10-4-2-5-11-27)38(43)40-47(44,45)32-12-6-3-7-13-32/h2-23,26,35H,24-25H2,1H3,(H,39,42)(H,40,43)","""AuxInfo=1/1/N:1,23,35,22,24,34,36,42,41,21,25,33,37,43,40,9,44,8,45,5,46,4,47,19,11,13,20,10,7,6,3,32,38,14,18,39,15,26,17,28,12,16,27,30,31,2,29/E:(4,5)(6,7)(10,11)(12,13)(16,17)(18,19)(20,21)(22,23)(44,45)/CRV:47.6/rA:47COCCCCCCCCCNCCCONCCCCCCCCCONSOOCCCCCCCCCCCCCCCC/rB:s1;s2;d3;s4;d5;s6;d7;s8;d9;s10;s11;s12;d13;s14;d15;s15;s17;s18;s19;d20;s21;d22;s23;s20d24;s18;d26;s26;s28;d29;d29;s29;d32;s33;d34;s35;s32d36;s14;s12d38;s39;d40;s41;s38d42;s10;s7d44;s6;s3d46;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3994256,PMID:28233676,2017.0,PMID:28233676,2017,0,0,0,1,,,=,5.89,5.89,0.0,0.0,1.0,5.89,0.0
90903,GCCFSEZTYCYUSV_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.370031,COc1cc2c(cc1)n(-c1ccc(-c3ccccc3)cc1)c(C)c2CC(=O)NC(Cc1ccccc1)C(=O)NS(=O)(=O)c1ccc(Cl)cc1,GCCFSEZTYCYUSV,GCCFSEZTYCYUSV-UHFFFAOYSA-N,"InChI=1S/C39H34ClN3O5S/c1-26-34(35-24-32(48-2)19-22-37(35)43(26)31-17-13-29(14-18-31)28-11-7-4-8-12-28)25-38(44)41-36(23-27-9-5-3-6-10-27)39(45)42-49(46,47)33-20-15-30(40)16-21-33/h3-22,24,36H,23,25H2,1-2H3,(H,41,44)(H,42,45)","""AuxInfo=1/1/N:23,1,34,17,33,35,16,18,32,36,15,19,12,20,45,48,11,21,8,44,49,7,30,4,25,22,31,14,13,46,10,3,43,24,5,29,6,26,37,47,28,39,9,27,38,41,42,2,40/E:(5,6)(7,8)(9,10)(11,12)(13,14)(15,16)(17,18)(20,21)(46,47)/CRV:49.6/rA:49COCCCCCCNCCCCCCCCCCCCCCCCCONCCCCCCCCCONSOOCCCCClCC/rB:s1;s2;d3;s4;d5;s6;s3d7;s6;s9;d10;s11;d12;s13;d14;s15;d16;s17;s14d18;s13;s10d20;s9;s22;s5d22;s24;s25;d26;s26;s28;s29;s30;d31;s32;d33;s34;s31d35;s29;d37;s37;s39;d40;d40;s40;d43;s44;d45;s46;s46;s43d48;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4046937,PMID:28866374,2017.0,PMID:28866374,2017,0,0,0,1,,,=,6.04,6.04,0.0,0.0,1.0,6.04,0.0
90908,GCCMPDWACUITTL_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.308760,Cc1c(-c2c(C)cc3c(C(C)C)c(O)c(O)c(C=NCCCCC(=O)O)c3c2O)c(O)c2c(C=NCCCCC(=O)O)c(O)c(O)c(C(C)C)c2c1,GCCMPDWACUITTL,GCCMPDWACUITTL-UHFFFAOYSA-N,"InChI=1S/C40H48N2O10/c1-19(2)29-23-15-21(5)31(37(49)33(23)25(35(47)39(29)51)17-41-13-9-7-11-27(43)44)32-22(6)16-24-30(20(3)4)40(52)36(48)26(34(24)38(32)50)18-42-14-10-8-12-28(45)46/h15-20,47-52H,7-14H2,1-6H3,(H,43,44)(H,45,46)","""AuxInfo=1/1/N:11,12,49,50,6,1,22,38,21,37,23,39,20,36,7,52,18,34,10,48,5,2,8,51,17,33,24,40,9,47,4,3,27,32,15,43,28,30,13,45,19,35,25,26,41,42,16,44,29,31,14,46/E:(1,2,3,4)(5,6)(7,8)(9,10)(11,12)(13,14)(15,16)(17,18)(19,20)(21,22)(23,24)(25,26)(27,28)(29,30)(31,32)(33,34)(35,36)(37,38)(39,40)(41,42)(43,44,45,46)(47,48)(49,50)(51,52)/gE:(1,2)/rA:52CCCCCCCCCCCCCOCOCCNCCCCCOOCCOCOCCCNCCCCCOOCOCOCCCCCC/rB:s1;d2;s3;d4;s5;s5;d7;s8;s9;s10;s10;d9;s13;s13;s15;d15;s17;w?18;s19;s20;s21;s22;s23;d24;s24;s8s17;s4d27;s28;s3;s30;d30;s32;s33;w?34;s35;s36;s37;s38;s39;d40;s40;d33;s43;s43;s45;d45;s47;s48;s48;s32s47;s2d51;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860;ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3865725,PMID:27994761,2016.0,PMID:27994761,2016,0,0,0,1,,,=,6.77,6.77,0.0,0.0,1.0,6.77,0.0
93014,GESSOJAUHWSJSK_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.420630,N#CC1=C2C3=CC=C(N4CCSCC4)C4=CC=CC(C2=NC1=O)C43,GESSOJAUHWSJSK,GESSOJAUHWSJSK-UHFFFAOYSA-N,"InChI=1S/C19H15N3OS/c20-10-14-17-12-4-5-15(22-6-8-24-9-7-22)11-2-1-3-13(16(11)12)18(17)21-19(14)23/h1-5,13,16H,6-9H2","""AuxInfo=1/0/N:17,16,18,6,7,10,14,11,13,2,15,5,19,3,8,24,4,20,22,1,21,9,23,12/E:(6,7)(8,9)/rA:24NCCCCCCCNCCSCCCCCCCCNCOC/rB:t1;s2;w?3;s4;w?5;s6;w?7;s8;s9;s10;s11;s12;s9s13;s8;w?15;s16;w?17;s18;s4s19;w?20;s3s21;d22;s5s15s19;/rC:;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4398456,PMID:31129454,2019.0,PMID:31129454,2019,0,0,0,1,,,=,6.51,6.51,0.0,0.0,1.0,6.51,0.0
93699,GFWMYYSJLSUPMD_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.202756,Cc1cc(OCCCc2c(C(=O)O)sc3ccccc23)cc(C)c1Cl,GFWMYYSJLSUPMD,GFWMYYSJLSUPMD-UHFFFAOYSA-N,"InChI=1S/C20H19ClO3S/c1-12-10-14(11-13(2)18(12)21)24-9-5-7-16-15-6-3-4-8-17(15)25-19(16)20(22)23/h3-4,6,8,10-11H,5,7,9H2,1-2H3,(H,22,23)","""AuxInfo=1/1/N:1,23,18,17,7,19,8,16,6,3,21,2,22,4,20,9,15,24,10,11,25,12,13,5,14/E:(1,2)(10,11)(12,13)(22,23)/rA:25CCCCOCCCCCCOOSCCCCCCCCCCCl/rB:s1;d2;s3;s4;s5;s6;s7;s8;d9;s10;d11;s11;s10;s14;d15;s16;d17;s18;s9s15d19;d4;s21;s22;s2d22;s24;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL2320309,PMID:23244564,2013.0,PMID:23244564,2013,0,0,0,1,,,=,5.28,5.28,0.0,0.0,1.0,5.28,0.0
94214,GGWKUJZJEAKEPL_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.52953,COc1cc(CCCO)ccc1-c1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,GGWKUJZJEAKEPL,GGWKUJZJEAKEPL-UHFFFAOYSA-N,"InChI=1S/C31H31N3O7S2/c1-41-30-20-22(6-5-18-35)9-15-27(30)23-10-12-24(13-11-23)31(36)33-43(39,40)26-14-16-28(29(21-26)34(37)38)32-17-19-42-25-7-3-2-4-8-25/h2-4,7-16,20-21,32,35H,5-6,17-19H2,1H3,(H,33,36)","""AuxInfo=1/1/N:1,34,33,35,7,6,32,36,10,14,43,15,42,24,11,25,28,8,29,4,41,5,13,16,31,23,12,26,37,3,17,27,19,38,9,18,39,40,21,22,2,30,20/E:(3,4)(7,8)(10,11)(12,13)(37,38)(39,40)/CRV:34.5,43.6/rA:43COCCCCCCOCCCCCCCCONSOOCCCCNCCSCCCCCCCN+OO-CCC/rB:s1;s2;d3;s4;s5;s6;s7;s8;d5;s10;s3d11;s12;d13;s14;d15;s16;d17;s17;s19;d20;d20;s20;d23;s24;d25;s26;s27;s28;s29;s30;d31;s32;d33;s34;s31d35;s26;s37;d38;s38;s23d37;s16;s13d42;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,EntrezID:596;ChEMBL:CHEMBL4860,P10415,WT,CHEMBL859052,PMID:16451081,2006.0,PMID:16451081,2006,0,0,0,1,,,=,6.14,6.14,0.0,0.0,1.0,6.14,0.0
96098,GJNNQNGEIJNCML_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.257535,O=C(NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(Cc1ccc(Br)cc1)N1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)SC1=S,GJNNQNGEIJNCML,GJNNQNGEIJNCML-UHFFFAOYSA-N,"InChI=1S/C31H21BrN4O8S3/c32-23-9-3-19(4-10-23)17-27(29(37)33-47(43,44)26-15-13-25(14-16-26)36(41)42)34-30(38)28(46-31(34)45)18-20-1-5-21(6-2-20)22-7-11-24(12-8-22)35(39)40/h1-16,18,27H,17H2,(H,33,37)","""AuxInfo=1/1/N:31,44,19,24,32,43,35,42,20,23,36,41,9,14,8,15,17,29,18,30,33,34,21,37,10,7,16,28,2,26,46,22,3,25,38,11,1,27,39,40,12,13,5,6,47,45,4/E:(1,2)(3,4)(5,6)(7,8)(9,10)(11,12)(13,14)(15,16)(39,40)(41,42)(43,44)/CRV:35.5,36.5,47.6/rA:47OCNSOOCCCCN+OO-CCCCCCCCBrCCNCOCCCCCCCCCCN+OO-CCCCSCS/rB:d1;s2;s3;d4;d4;s4;d7;s8;d9;s10;d11;s11;s10;s7d14;s2;s16;s17;d18;s19;d20;s21;s21;s18d23;s16;s25;d26;s26;w?28;s29;d30;s31;d32;s33;d34;s35;d36;s37;d38;s38;s37;s34d41;s33;s30d43;s28;s25s45;d46;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3405857,PMID:25818766,2015.0,PMID:25818766,2015,0,0,0,1,,,=,6.44,6.44,0.0,0.0,1.0,6.44,0.0
96320,GJSWPAKXPWSLBP_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.379727,CC1=CC(C=C(Cl)c2ccc(C(=O)O)cc2)C2(C(=O)O)C=CC(CCOC(=O)Nc3cccc(Cl)c3)CC2C1,GJSWPAKXPWSLBP,GJSWPAKXPWSLBP-UHFFFAOYSA-N,"InChI=1S/C30H29Cl2NO6/c1-18-13-22-15-19(10-12-39-29(38)33-25-4-2-3-24(31)17-25)9-11-30(22,28(36)37)23(14-18)16-26(32)20-5-7-21(8-6-20)27(34)35/h2-9,11,14,16-17,19,22-23H,10,12-13,15H2,1H3,(H,33,38)(H,34,35)(H,36,37)","""AuxInfo=1/1/N:1,32,33,31,9,16,10,15,22,24,21,25,39,3,37,5,36,2,23,8,11,38,4,34,30,6,12,18,27,17,35,7,29,13,14,19,20,28,26/E:(5,6)(7,8)(34,35)(36,37)/rA:39CCCCCCClCCCCCOOCCCCOOCCCCCOCONCCCCCClCCCC/rB:s1;w?2;s3;s4;w?5;s6;s6;d8;s9;d10;s11;d12;s12;s11;s8d15;s4;s17;d18;s18;s17;w?21;s22;s23;s24;s25;s26;d27;s27;s29;d30;s31;d32;s33;s34;s30d34;s23;s17s37;s2s38;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4148756,PMID:29453135,2018.0,PMID:29453135,2018,0,0,0,1,,,=,5.97,5.97,0.0,0.0,1.0,5.97,0.0
